#,Status,Project,Tracker,Priority,Subject,Assigned to,Category,Target version,Author,Start,Due date,% Done,Estimated time,Created,Updated,Likelihood,Severity,Found in Version,Impact,Expected Use,OS,Support Group,Description
43,Resolved,VisIt,Bug,Normal,help still points users to obsolete -default_format command line flag,Eric Brugger,"",2.1,Cyrus Harrison,"","",100,2.0,06/21/2010 07:15 pm,08/24/2010 01:07 pm,2 - Rare,2 - Minor Irritation,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00008937
cq-submitter: Cyrus Harrison
cq-submit-date: 06/11/09

Under:

""Working with databases"" --> ""Supported File Types"" --> ""File Extensions""


Help still lists 'default_format' as the method to force a database type via the command line. It should be updated with 'force_format' and 'assume_foramt'"
47,Resolved,VisIt,Bug,Normal,Label plot format needs Enter before apply to take effect.,Eric Brugger,"",2.1,Cyrus Harrison,"","",100,2.0,06/21/2010 07:15 pm,08/24/2010 02:21 pm,2 - Rare,2 - Minor Irritation,2.0.0,"","",All,Any,"cq-id: VisIt00008983
cq-submitter: Brad Whitlock
cq-submit-date: 10/07/09

An external user had trouble setting the Label format in the Label plot window. It turns out that after entering the format, you must press Enter before clicking Apply. This was with 1.12 so I don't know if it's been fixed in the Qt4 trunk."
71,Resolved,VisIt,Bug,Normal,Only first plot is drawn when session is restored,Brad Whitlock,"",2.1,Cyrus Harrison,"","",100,"",06/21/2010 07:15 pm,08/17/2010 07:31 pm,4 - Common,2 - Minor Irritation,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00008932
cq-submitter: Cyrus Harrison
cq-submit-date: 06/03/09

Others remain red. (Clicking draw will render them)
-Cyrus"
86,Resolved,VisIt,Bug,Normal,Macro recording for Chord Length Distrubtion query is broken,Cyrus Harrison,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:15 pm,07/07/2010 03:38 pm,3 - Occasional,2 - Minor Irritation,2.0.0,"","",All,DOE/ASC,"rm-id: 49
rm-submitter: Cyrus Harrison
rm-submit-date: 06/11/2010 03:07 pm

In at least two ways:
1)Instead of ""Chord"" it the query name contains ""GlobalRay""
2)Doesn't record all the params passed."
91,Resolved,VisIt,Bug,Normal,red plots in non-zero windows after crash recover,Brad Whitlock,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,07/15/2010 05:18 pm,3 - Occasional,3 - Major Irritation,1.12.0,"","",All,DOE/ASC,"cq-id: VisIt00008967
cq-submitter: Mark Miller
cq-submit-date: 09/15/09

When using the crash recover option, user reports that all the plots in all the windows above id zero initially come up 'red' and he has to visit each window and hit the draw button to bring them back into a good state.

MCM -- Added 28Sep09
--------------------
Cyrus thinks this may be a dup of another ticket involving ability to restore plots after a save session.

CDH -- Added 10/1/09
--------------------
I did several clearquest searches and I cannot find the other bug. I belive this is just another instance of a more general problem where when a session with multiple plots is restored only the first plot gets drawn and the others remain in the error state (red)"
106,Resolved,VisIt,Bug,Normal,Update Scatter Plot Creation Wizard,Cyrus Harrison,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,08/19/2010 04:49 pm,3 - Occasional,2 - Minor Irritation,2.0.0,"","",All,DOE/ASC,"rm-id: 32
rm-submitter: Cyrus Harrison
rm-submit-date: 05/05/2010 11:55 am

Requires too many steps to create a plot.

Perhaps:
 Remove the yes/no pages & combine with selection for these options?"
107,Resolved,VisIt,Bug,Normal,"Remove ""Finish"" page from Parallel Axis Plot Wizard",Cyrus Harrison,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,07/08/2010 01:50 pm,3 - Occasional,2 - Minor Irritation,2.0.0,"","",All,DOE/ASC,"rm-id: 31
rm-submitter: Cyrus Harrison
rm-submit-date: 05/05/2010 11:54 am

It is unnecessary."
112,Resolved,VisIt,Feature,Normal,problems with cell_constant/point_constant expressions,Cyrus Harrison,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,07/07/2010 12:50 pm,"","","",3 - Medium,4 - Common,All,DOE/ASC,"cq-id: VisIt00008571
cq-submitter: Mark Miller
cq-submit-date: 03/31/08

We rated large task cost here because we assumed that is why the issues outlined here are/were not addressed when these new functions were introduced...

1) While visit-experts might understand when and why to use a 'cell_constant' or 'point_constant' expression, ordinariy users most likely will not. I am pretty sure they would neither think to look for these expressions or, even after stumbling into them, would really know when/why to use them. This is a pitch for saying that these expressions should happen 'automatically' whenever a user uses a constant in an expression and should NOT require the user to do something special to get constant behavior.

2) The names 'cell' and 'point' probably mean a lot more to a visit-developer than to a user who is most likely going to think 'zone' and 'node' which is also the same terminology the rest of VisIt's GUI uses. So, it probably makes sense to rename these.

3) We also need constants for vectors, maybe colors and tensors too.

MCM -- Added 08Apr08
--------------------
We decided only item 2 above needed action."
122,Resolved,VisIt,Feature,Normal,Inverse ghost zone operator should have an option to request ghost zones.,Cyrus Harrison,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,07/08/2010 04:25 pm,"","","",3 - Medium,3 - Occasional,All,DOE/ASC,"cq-id: VisIt00008899
cq-submitter: Cyrus Harrison
cq-submit-date: 03/06/09

This option should be enabled by default & would be very useful when debugging ghost zone issues.

For example: With pseudocolor plots you can force ghost zones by recentering a zonal quantity, but it's impossible to create a label plot of the ghost zones using zone id b/c it's a zonal quantity that doesn't require ghost zones to calculate."
123,Resolved,VisIt,Feature,Normal,Ability to suppress warning popups in gui,Eric Brugger,"",2.1,Cyrus Harrison,"","",100,4.0,06/21/2010 07:16 pm,08/25/2010 12:25 pm,"","","",3 - Medium,3 - Occasional,All,Any,"cq-id: VisIt00008878
cq-submitter: Kathleen S. Bonnell
cq-submit-date: 01/29/09

Customer applies two instances of Transform or Slice,
and the warning messages always popups up, without
a way to disable it.

Since our warnings are also printed to the output window,
we should have a way to disable the popups in general."
130,Resolved,VisIt,Feature,Normal,permit symbols and lines together in curve plots,Kathleen Biagas,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,08/13/2010 07:38 pm,"","","",3 - Medium,3 - Occasional,All,DOE/ASC,"cq-id: VisIt00008930
cq-submitter: Mark Miller
cq-submit-date: 05/26/09

Why is the option of plotting 'points' on a curve plot an either/or option? It looks like curve plot can be plotted using 'lines' or using 'points.' I'd like to make a plot using lines but with little triangle symbols at every 10th point. I don't think this is possible with current interface. I think the two options are orthogonal and should be independently controlled. One option is whether to connect the 'space' between points with lines. The other option is whether to draw the points with special symbol. One should be able to do either/or and both of these."
132,Resolved,VisIt,Feature,Normal,Add option to Curve plot to only show points,Kathleen Biagas,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,08/13/2010 07:40 pm,"","","",2 - Low,3 - Occasional,All,Any,"cq-id: VisIt00008950
cq-submitter: Brad Whitlock
cq-submit-date: 07/14/09

Reuben Budiardja from UT wants an option on the Curve plot that will let it draw only the points.

Added ESB 9/1/09:
Mark is going to check if this is a duplicate.

MCM -- Added 28Sep09
--------------------
Ok, I checked and as I interpret this user's request, I do NOT think it is a dup. I think this user wants to ensure that it is possible to a) draw the curve with only points (as 8930 suggests) and b) use only the points that the input database contains (e.g. don't add any filler points). And, I think this is a very useful thing for curve plot to ensure."
133,Resolved,VisIt,Feature,Normal,density/stride controls for curve plot,Kathleen Biagas,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,08/13/2010 07:38 pm,"","","",2 - Low,2 - Rare,All,DOE/ASC,"cq-id: VisIt00008945
cq-submitter: Mark Miller
cq-submit-date: 07/07/09

Also, what does symbol 'density' mean? it looks like its an 'int' valued field that can be only greater than zero. Does a value of K there mean to plot every Kth point? Also, while the GUI would allow me to manually type in a larger number, I could not also decrease the value by typing manually. I can use only the inc/dec arrows to actaully decrease this value. So, when I typed 1000 in to see what happened, I then had to set there and hold the dec arrow down for 5 minutes to get it to decriment back down to a 'normal' value.

-------
Added CDH 7/14/09
-------
The range for this spin box is 10 <-> 1000.
The previous (pre Qt4) behavior was if you typed in a number below 10, you would end up with 10. Now you just get last successful number. So I believe Mark  was trying to type a number less than 10 to lower the value from 1000 and thought the spin box was broken.

The meaning of ""density"" isn't very obvious and the arbitrary minimum of 10 is the source of the confusion.
Should we set the minimum to 1?"
145,Resolved,VisIt,Feature,Normal,Enhance summing queries to deal with non-scalars,Cyrus Harrison,"",2.1,Cyrus Harrison,"","",0,"",06/21/2010 07:17 pm,08/17/2010 11:46 am,"","","",3 - Medium,3 - Occasional,All,DOE/ASC,"cq-id: VisIt00008992
cq-submitter: Brad Whitlock
cq-submit-date: 11/09/09

Hank Shay has array variables whose values he wants to sum over a collection of zones. We'd normally use one of the variable sum queries if the data was a scalar but we can't in this case because the queries only take scalars. Let's enhance the queries to sum up each array component as a separate scalar and return the array result.

I've needed this before too."
164,Resolved,VisIt,Feature,Normal,Add support to subset plot to plot a single level AMR problem.,Cyrus Harrison,"",2.1,Cyrus Harrison,06/21/2010,"",0,"",06/21/2010 07:37 pm,08/25/2010 06:08 pm,"","","",3 - Medium,3 - Occasional,All,DOE/ASC,"rm-id: 23
rm-submitter: Cyrus Harrison
rm-submit-date: 04/27/2010 02:09 pm

Multi-level AMR problems allow you to do a subset plot of 'levels', however if a dataset evolves to have a single level (for example if the grid is completely refined & all lower levels are dropped) this breaks the subset plot.

A similar thing happens if you are plotting ""domains"" and you drop down to have a single domain. 


"
169,Resolved,VisIt,Feature,High,Pick Enhancment Requests from Bob Corey,Brad Whitlock,"",2.1,Cyrus Harrison,06/22/2010,"",0,"",06/22/2010 12:39 pm,08/27/2010 05:19 pm,"","","",3 - Medium,3 - Occasional,All,DOE/ASC,"(1) Provide a Python call to add a text string to a selected node/element/object.
Currently when you pick  and object you just see the number only, for example ""20"".
With this call we can  label the element with whatever we like - for example
""Mat 1 - Brick 20  [sx] 9.2""

(2) Add a Python call to allow reading a result into the script so we can compute
     derived  results or display a result for a pick.

(3)  Ability to define a new temporary variable in Python that can be referenced
      from a derived meshvar. For example:
    
       (in example xpos1, xpos2 are meshvars, xscale is not)

      def xscale[10] = {1.1, 2.2,.....}
      def  xnew = (xpos1 - xpos0) * xscale

----
I believe #2 can already be accomplished via Python Queries, and it is possible Python Expressions may handle  #3, so prioritization should be on #1."
174,Resolved,VisIt,Feature,Normal,Ultra Wrapper Documentation,Kathleen Biagas,"",2.1,Cyrus Harrison,06/22/2010,"",0,"",06/22/2010 01:13 pm,09/01/2010 11:51 am,"","","",3 - Medium,3 - Occasional,All,DOE/ASC,"Hank Shay requests documentation on the ultra wrapper, specifically which subsets of ultra are implemented."
190,Resolved,VisIt,Bug,Normal,visit-install sed warning on osx,Cyrus Harrison,"",2.1,Cyrus Harrison,06/30/2010,"",0,"",06/30/2010 11:50 am,08/18/2010 01:37 pm,3 - Occasional,2 - Minor Irritation,2.0.1,"","",OSX,Any,"I received these errors on OSX 10.6.4 while testing install from a dmg:

641940 blocks
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
sed: -i may not be used with stdin
visit-install done
"
193,Resolved,VisIt,Feature,Normal,Support 'args' passing to PythonQuery(),Cyrus Harrison,"",2.1,Cyrus Harrison,07/01/2010,"",0,"",07/01/2010 02:39 pm,07/09/2010 06:01 pm,"","","",3 - Medium,3 - Occasional,All,DOE/ASC,"To enable better interaction between the python cli & the python query scripts. 
"
291,Resolved,VisIt,Bug,Normal,Investigate interaction between VISIT_NOLINK_MPI_WITH_LIBRARIES & python filters mpicom module,Cyrus Harrison,"",2.1,Cyrus Harrison,07/26/2010,"",0,"",07/26/2010 11:57 am,08/16/2010 05:57 pm,3 - Occasional,2 - Minor Irritation,2.0.1,"","",All,Any,"A user reported problems building when using a static mpi - turning off python filters skipped the offending part of the build: linking the mpicom python module. We need some more logic to either link properly in this case, or Disable python filters if VISIT_NOLINK_MPI_WITH_LIBRARIES is true.

"
331,Resolved,VisIt,Feature,Normal,Investigate full python install w/ visit,Cyrus Harrison,"",2.1,Cyrus Harrison,08/04/2010,"",0,"",08/04/2010 03:09 pm,08/16/2010 06:02 pm,"","","",3 - Medium,3 - Occasional,All,DOE/ASC,"We currently install part of python into ""lib/"" but not the entire structure. This makes it hard to build python modules into the visit install & should be resolved by installing it completely. "
339,Resolved,VisIt,Bug,Normal,Incorrect python callback executed,Brad Whitlock,"",2.1,Cyrus Harrison,08/10/2010,"",0,"",08/10/2010 04:30 pm,08/19/2010 07:44 pm,3 - Occasional,4 - Crash / Wrong Results,2.0.2,"","",All,DOE/ASC,"Bob Corey ran into issues using python callbacks and provided an example script.

Here similar script that works on the 'wave.visit' db. It installs two callbacks: one for pick events & one time slider change events.

 def When_Point(atts):
     print ""Pick callback""
 def When_TimeSliderNextState(atts):
     print ""Next State Callback!""
 RegisterCallback(""PickAttributes"",         When_Point)
 RegisterCallback(""TimeSliderNextStateRPC"", When_TimeSliderNextState)
 OpenDatabase(""../data/wave.visit"")
 AddPlot(""Pseudocolor"",""v"")
 DrawPlots()
 OpenGUI()



When you execute a pick 'When_Point' is called, however it is also called if you change the time slider, instead of the expected ""When_TimeSliderNextState"" callback. It appears that the first callback registered is triggered for any registered event."
348,Resolved,VisIt,Bug,Urgent,Scatter plot hangs when using color var.,Cyrus Harrison,"",2.1,Cyrus Harrison,08/17/2010,"",0,"",08/17/2010 02:50 pm,08/17/2010 05:23 pm,3 - Occasional,4 - Crash / Wrong Results,2.0.2,"","",All,DOE/ASC,In parallel if there are more processors than chunks to process - a common case when material selection is used.
354,Resolved,VisIt,Bug,Immediate,Force single related bug corrupting species data,Cyrus Harrison,"",2.1,Cyrus Harrison,08/20/2010,"",0,"",08/20/2010 02:49 pm,08/25/2010 03:51 pm,3 - Occasional,4 - Crash / Wrong Results,2.0.2,"","",All,DOE/ASC,"This is new behavior in 2.0.2 (things were ok in 2.0.1)

The hybird/specmf.py test cases were created to capture the issue.
Two new datasets specmix_quad_double.silo & specmix_ucd_double.silo were created to give us example species data created using DB_DOUBLE.
The current baselines are from 2.0.1, which demonstrates the proper behavior.

This should be a high priority for 2.1."
356,Resolved,VisIt,Bug,High,Preserve old DDF Python api,Cyrus Harrison,"",2.1,Cyrus Harrison,08/24/2010,"",0,"",08/24/2010 02:03 pm,08/25/2010 08:11 pm,3 - Occasional,2 - Minor Irritation,trunk,"","",All,Any,"DDFs have been nicely packed into a new DataBinning Operator - however scripts exist that rely on the old interface. 
Create a bridge between the new interface & the old."
449,Resolved,VisIt,Bug,Urgent,Migrate release builds away from Crier,Eric Brugger,"",2.1,Cyrus Harrison,10/25/2010,"",100,4.0,10/25/2010 05:58 pm,11/02/2010 03:18 pm,3 - Occasional,2 - Minor Irritation,2.0.1,"","",All,DOE/ASC,"Crier hasn't been migrated to use the new universal image - we should use a machine that has, Lisa Corsetti mentioned termite & terminator.
"
82,Resolved,VisIt,Bug,Normal,Update -fullhelp docs for '-v',Eric Brugger,"",2.0.2,Cyrus Harrison,"","",0,"",06/21/2010 07:15 pm,07/21/2010 12:49 pm,3 - Occasional,2 - Minor Irritation,< 1.12,"","",All,DOE/ASC,"rm-id: 51
rm-submitter: Cyrus Harrison
rm-submit-date: 06/16/2010 02:09 pm

They are out of date and don't describe the difference between '-v X.Y; & '-v X.Y.Z'"
98,Resolved,VisIt,Bug,Normal,Enhance ultra wrapper to gracefully deal with an empty input line,Kathleen Biagas,"",2.0.2,Cyrus Harrison,"","",0,"",06/21/2010 07:16 pm,07/22/2010 12:43 pm,3 - Occasional,2 - Minor Irritation,2.0.0,"","",All,DOE/ASC,"rm-id: 37
rm-submitter: Cyrus Harrison
rm-submit-date: 05/07/2010 02:15 pm

If you load the ultra wrapper and hit enter - it kicks you back to VisIt's python cli:

>>LoadUltra()
U->
Traceback (most recent call last):
  File ""/scratch/harrison37/dev/branches/2.0RC_trunk/src/ultrawrapper/ultraparse.py"", line 577, in <module>
    runUltraWrapper()
  File ""/scratch/harrison37/dev/branches/2.0RC_trunk/src/ultrawrapper/ultraparse.py"", line 564, in runUltraWrapper
    if cmd.split()[0] == 'runscript':
IndexError: list index out of range
1"
126,Resolved,VisIt,Feature,Normal,Append version number onto build_visit and visit-install that we put on the Web.,Eric Brugger,"",2.0.2,Cyrus Harrison,"","",100,"",06/21/2010 07:16 pm,07/20/2010 02:22 pm,"","","",2 - Low,3 - Occasional,All,DOE/ASC,"cq-id: VisIt00008818
cq-submitter: Brad Whitlock
cq-submit-date: 12/01/08

A couple of external users have become confused with build_visit and visit-install and have ended up using them with wrong versions of the binary distributions and source code. The users both suggested that we append the version number to the scripts that we make available for download on the Web."
146,Resolved,VisIt,Feature,Normal,suggested change to basic netcdf reader,Mark Miller,"",2.0.2,Cyrus Harrison,"","",0,0.25,06/21/2010 07:17 pm,07/26/2010 07:22 pm,"","","",2 - Low,3 - Occasional,All,Any,"cq-id: VisIt00008968
cq-submitter: Kathleen S. Bonnell
cq-submit-date: 09/17/09

This came in to the visit-users list.  I am not familiar enough
with the netcdf reader to judge if the suggested change is
correct ...

=========================
>From Preeti's email:


I am using the NETCDF output files from WRF(Weather Research and
Forecast Model). The basic reader is not being used for this. The
basic NETCDF reader could not display all variables properly so I had
coded a NETCDF reader for WRF. It can recognize all variables and time
dimension as well.

I have seen the code for the same in BasicNETCDFFileFormat.C in VisIt
v1.11.1 and v1.12.0. I have tried to read the WRF output NETCDF file
using this basic reader, it recognizes the file but the domain
decomposition does not occur. I would like to elaborate my findings
regarding this,

In databases/NETCDF/avtBasicNETCDFFileFormat.C,
line #272 -- PopulateDatabaseMetaData -- This function has a call to
ReturnValidDimensions like below

Line 411
                    bool valid = ReturnValidDimensions(meshDims,
                         validDims, nValidDims);


Since this is called using 3 arguments, the rest two are 0 (as
declared in header file)
As a result in function 'ReturnValidDimensions' in Line #518, the if
statement ""if (!(dimStarts && dimCounts))"" is always true, thus the
function returns without proceeding to the domain decomposition code
ie the function 'ComputeRectilinearDecomposition' at Line #562 is
never called, Hence no domain decomposition occurs.

I have verified this from the log files also.
Please let me know if I made some mistake in understanding."
158,Resolved,VisIt,Bug,Normal,mpicom cannot unpack empty python lists,Cyrus Harrison,"",2.0.2,Cyrus Harrison,06/21/2010,"",0,"",06/21/2010 07:33 pm,07/09/2010 02:23 pm,3 - Occasional,2 - Minor Irritation,2.0.0,"","",All,DOE/ASC,"rm-id: 54
rm-submitter: Cyrus Harrison
rm-submit-date: 06/17/2010 02:48 pm

res = mpicom.gather([]) fails
"
161,Resolved,VisIt,Bug,Normal,Tools are missing a window update,Brad Whitlock,"",2.0.2,Cyrus Harrison,06/21/2010,"",0,"",06/21/2010 07:36 pm,07/14/2010 05:23 pm,3 - Occasional,2 - Minor Irritation,2.0.0,"","",All,DOE/ASC,"rm-id: 4
rm-submitter: Anonymous
rm-submit-date: 04/10/2010 11:14 pm

1. Open noise.silo
2. Make a Streamline plot of grad
3. Change the plot to line source with point density 10
4. Draw plot
5. Enable line tool
6. Change the line endpoint using the line tool

The line tool's interactive mode graphics, which show an intersection with the bbox remain visible. Trigger an update by resizing the window. You'll see what the window is supposed to look like. There is a missing redraw trigger in the tools now.

This was on Windows.

"
172,Resolved,VisIt,Bug,Normal,Reopen of Lines3D format doesn't work,Brad Whitlock,"",2.0.2,Cyrus Harrison,06/22/2010,"",100,"",06/22/2010 12:54 pm,07/15/2010 12:45 pm,2 - Rare,2 - Minor Irritation,2.0.0,"","",All,DOE/ASC,"Scott Wilks reported that he rewrote a Lines3D file he was already displaying in VisIt & tried to reopen it but VisIt didn't pick up the new data. 

Not sure if this happens on linu - if it was on windows then this is just an instance of #41
"
188,Resolved,VisIt,Feature,Normal,Move vtk src from 3rd party to a higher level vendor branches loc in svn repo,Cyrus Harrison,"",2.0.2,Cyrus Harrison,06/29/2010,"",0,"",06/29/2010 07:32 pm,06/30/2010 01:04 pm,"","","",3 - Medium,3 - Occasional,All,Any,""
272,Resolved,VisIt,Bug,Urgent,Problem reading integer scalars from Silo files.,Mark Miller,"",2.0.2,Cyrus Harrison,07/08/2010,"",0,8.0,07/08/2010 01:58 pm,07/21/2010 07:30 pm,3 - Occasional,3 - Major Irritation,2.0.1,"","",All,DOE/ASC,"Integer scalar values are being corrupted - showing numbers like '1e+9', instead of '3'.
Not sure if the issue is in the Silo plugin or if it is in the transform manager. 

Example data is on OCF @ /g/g24/cyrush/visit/issue00272


To see the issue create a PC plot of ""foo""



"
92,Resolved,VisIt,Bug,Normal,Problems with session files on windows,Kathleen Biagas,"",2.0.1,Cyrus Harrison,"","",100,"",06/21/2010 07:16 pm,06/23/2010 02:46 pm,3 - Occasional,3 - Major Irritation,1.12.2,"","",Windows,Any,"cq-id: VisIt00009029
cq-submitter: Kathleen S. Bonnell
cq-submit-date: 03/15/10

1) From cli, calling 'SaveSession' will append '.session' even though on windows, '.vses' is the expected extension
2) RestoreSession from gui will prepend %My Documents% (expanded) to the path of the session file, making VisIt unable to open the file
3) RestoreSession from gui only allows searching for files with '.vses' extension."
157,Resolved,VisIt,Bug,Normal,launcher expects the 'makemili' exe to be named 'makemili_ser',"","",2.0.1,Cyrus Harrison,06/21/2010,"",0,"",06/21/2010 07:33 pm,06/21/2010 07:42 pm,3 - Occasional,2 - Minor Irritation,2.0.0,"","",All,DOE/ASC,"rm-id: 53
rm-submitter: Cyrus Harrison
rm-submit-date: 06/17/2010 12:19 pm

We need to change the name of the generated exe, or create the proper symlinks
"
1220,Pending,VisIt,Feature,High,LLNL Windows Image Updates,Eric Brugger,"",3.0,Cyrus Harrison,10/29/2012,"",0,"",10/29/2012 01:12 pm,10/25/2016 01:44 pm,"","","",4 - High,4 - Common,All,Any,"Contact Jim Deleon to update iSRD for Windows releases. 

I just spoke with him regarding a user issue with an older version of VisIt, and he said we should directly contact
*him* if we want to make sure the updates are pushed out to Windows users. 
"
1008,Resolved,VisIt,Bug,Urgent,Python Query call crashes the cli in 2.4.x,Cyrus Harrison,"",2.4.3,Cyrus Harrison,03/30/2012,"",0,"",03/30/2012 04:21 pm,03/30/2012 04:43 pm,3 - Occasional,2 - Minor Irritation,2.4.2,"","",All,Any,"Ed Kokko has a python query that crashes the cli as arguments are being packed up and send to the engine.

His query works in 2.3.x."
10,Pending,VisIt,Feature,Normal,would be nice if visit could accept pre-computed MIR from DB,"","","",Cyrus Harrison,"","",0,"",06/21/2010 05:35 pm,06/21/2010 05:35 pm,"","","",5 - Very High,4 - Common,All,DOE/ASC,"cq-id: VisIt00003876
cq-submitter: Mark Miller
cq-submit-date: 10/09/03

The SAMRAI folks are beginning work on their own MIR algorithms which
they will be using within their code. They'll need to debug it and
would like to visualize the MIR as they computed it, not as VisIt
would.

There are multiple approache here. Some involve exchange of code that
computes the MIR. Another approach is to allow for the pre-computed
MIR to be stored to the database. This might be possible without
modifying Silo. Here is the basic idea.

The original mesh is simply a zoo of elements (for QuadMesh's its a
zoo of size 1). The pre-computed MIR has the effect of NOT changing
any elements that are clean and introducing a tiny zoo of elements on
any elements that are mixing. In theory, a data-producer could make a
UCD mesh (or several of them) consiting of the union of all the new
elements introduced by MIR. It would be a funny mesh in that it would
be approx 1 original-mesh-zone thick and wind around the 3D volume
following the MIR boundaries. But it would nonetheless be an object
Silo currently supports. The only additional bit of information that
might be useful is to define a UCDVar on the MIR mesh that identified
the original-mesh-zone id from which the newly introduced zones come
from.

Given this information in the file, VisIt would then offer an option
of either computing its own MIR or using the one thats there."
12,Rejected,VisIt,Bug,Normal,should report bad CL options and exit,"","","",Cyrus Harrison,"","",0,"",06/21/2010 07:09 pm,07/06/2010 09:18 pm,3 - Occasional,4 - Crash / Wrong Results,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00004378
cq-submitter: Mark Miller
cq-submit-date: 01/27/04

I have inadvertently given visit bad command-line arguments on many occasions. However, it neither reports this to me nor fails to start because of them. Maybe I want to collect some debug logs and pass '-debg 5'. Only after I have run visit do I realize I've spelled it wrong.

Visit should check all command-line arguments and fail to start of it doesn't recognize any.

MCM -- 25Jan06 -- Scoring Rationale
-----------------------------------
I rated seriousness as ""crash/wrong results"" because prior to correcting a specific issue with '-timeout' CL option to engine, the viewer could indeed crash as a result of a missing arg. I haven't tested possibility of this happening for other CL options."
13,Pending,VisIt,Bug,Normal,slice and clip filters do not preserve ghost node information,"","","",Cyrus Harrison,"","",0,"",06/21/2010 07:13 pm,06/21/2010 07:13 pm,4 - Common,4 - Crash / Wrong Results,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00007613
cq-submitter: Mark Miller
cq-submit-date: 12/04/06

I rated this as common becuase with the recent change to Mili plugin (which we maybe should back of off), we'll have a lot of meshes with ghost nodes.

Open m_plot.mili
Put up mesh plot of mesh1_no_free_nodes.
Go to last timestep.
Slice it. Now, you see contributions to the
mesh from ghost nodes."
14,Pending,VisIt,Bug,Normal,Expressions involving mixed-scalars do not return results that are also mixed.,"","","",Cyrus Harrison,"","",0,"",06/21/2010 07:13 pm,06/21/2010 07:13 pm,2 - Rare,4 - Crash / Wrong Results,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00007394
cq-submitter: Brad Whitlock
cq-submit-date: 07/26/06


Added, HRC, 3/18/07:
Here is a reproducer.
Open up ~whitlocb/data/zzzz00000.silo.  Make an expression called ""ratio"" that is defined as ""den/p"".  Both den and p are mixed.  Turn on ""Force interface reconstruction"". You can see that ratio is also getting defined as mixed.
Now pick on ratio.  It returns a single value for the zone."
15,Pending,VisIt,Bug,Normal,Problem looking at subset of domains when material selected.,"","","",Cyrus Harrison,"","",0,"",06/21/2010 07:13 pm,06/21/2010 07:13 pm,3 - Occasional,4 - Crash / Wrong Results,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00005235
cq-submitter: Hank Childs
cq-submit-date: 07/22/04

Open up balls.exodus 
Make a subset plot of File.
Draw.

Fine and good.

Now bring up the SIL window and remove Element Blocks 1,2
and 3.

Click apply.
You get the error message:
Subset (BadIndexException):  Tried to access an invalid index -1 (Maximum = 3)."
16,Pending,VisIt,Bug,Normal,Synchronization issue between GUI and CLI with opened databases.,"","","",Cyrus Harrison,"","",0,"",06/21/2010 07:13 pm,06/21/2010 07:13 pm,4 - Common,3 - Major Irritation,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00007022
cq-submitter: Hank Childs
cq-submit-date: 02/14/06

If I start up the GUI, and then launch a CLI, and then invoke
a script that does:
OpenDatabase(""/usr/gapps/visit/data/curv2d.silo"")
AddPlot(""Pseudocolor"", ""d"")
DrawPlots()

Then the GUI's ""Open"" button says ""ReOpen"".  But ReOpen does
nothing.  I would expect that it says Open and doesn't understand
that curv2d is the currently open file.  Or I would expect for
ReOpen to reopen curv2d.

Ideally, curv2d.silo would have been added to the selected files
list, but that may be a tall order.

Added, HRC, 3/3/06:
Kevin Roe called in a more serious form of this ticket.
He would like for the file to show up in the selected
files list."
17,Pending,VisIt,Bug,Normal,Choose center on pointvar may hang viewer.,"","","",Cyrus Harrison,"","",0,"",06/21/2010 07:13 pm,06/21/2010 07:13 pm,2 - Rare,5 - Very Serious,< 1.12,"","",All,DOE/ASC,"cq-id: VisIt00007035
cq-submitter: Eric Brugger
cq-submit-date: 02/17/06

Here is the description from Jeremy Meredith.

- Open noise.silo
- PC plot of PointVar
- Click choose center in the toolbar
- attempt to click in the window, and it says you didn�t click on a plot.
- Click choose center in the toolbar again
- NOW it complains that it doesn�t have everything it needs to pick.  (strange� why not the first time?)
- so it starts executing the plot, turning it yellow, and never finishes.

So this one winds up hanging the viewer, spinning at 100% CPU utilization.  Again, I�m not particularly interested in a fix, but I thought it should be reported."
